portfolio_id,client_id,portfolio_name,start_date,status,intial_investment
452,2129,Growth Fund,2024-09-28,Inactive,158042
4520,5223,Growth Fund,2024-05-26,Active,170258
4521,4069,Education Fund,2024-07-29,Closed,129959
4522,832,High-Yield,2025-04-05,Closed,10672
4523,3522,Education Fund,2025-02-23,Closed,112404
4524,6241,Retirement Plan,2024-09-01,Closed,148992
4525,4790,High-Yield,2024-09-05,Closed,172216
4526,640,Education Fund,2025-01-19,Inactive,137649
4527,1963,Emergency,2024-08-09,Active,66218
4528,3363,High-Yield,2024-05-15,Closed,170207
4529,2071,High-Yield,2024-06-10,Closed,138653
453,1983,Growth Fund,2024-07-09,Inactive,15389
4530,426,High-Yield,2024-04-24,Closed,68256
4531,4684,Emergency,2024-07-28,Inactive,148166
4532,4736,Retirement Plan,2024-12-12,Closed,55560
4533,4708,High-Yield,2024-07-23,Closed,130827
4534,6105,High-Yield,2024-04-21,Inactive,162603
4535,649,Retirement Plan,2024-12-20,Closed,14998
4536,3138,Emergency,2025-02-25,Inactive,3680
4537,5171,Emergency,2024-08-20,Closed,51413
4538,3487,Emergency,2025-03-02,Active,158798
4539,3791,Growth Fund,2025-01-29,Active,196905
454,5848,Education Fund,2025-03-15,Closed,123427
4540,5341,High-Yield,2025-03-07,Active,13236
4541,6277,Education Fund,2024-11-29,Active,28564
4542,6316,High-Yield,2025-01-16,Inactive,6797
4543,4957,Retirement Plan,2024-07-11,Closed,134687
4544,3730,High-Yield,2024-06-04,Inactive,122909
4545,6704,Emergency,2025-01-06,Active,20441
4546,3343,Education Fund,2024-12-26,Inactive,155514
4547,1952,High-Yield,2024-08-24,Active,47024
4548,4895,Growth Fund,2024-05-01,Active,149626
4549,2864,Retirement Plan,2025-03-16,Active,113759
455,4917,Growth Fund,2025-04-07,Active,128782
4550,642,Retirement Plan,2024-10-16,Closed,75715
4551,6529,Retirement Plan,2024-06-20,Active,43165
4552,6975,High-Yield,2025-03-31,Closed,151218
4553,1803,Emergency,2024-11-08,Active,198655
4554,104,Retirement Plan,2024-09-29,Active,81163
4555,3684,Growth Fund,2024-12-06,Closed,54094
4556,1552,Growth Fund,2025-02-13,Active,40006
4557,5499,Growth Fund,2025-02-12,Active,117203
4558,5494,Growth Fund,2024-10-21,Inactive,151197
4559,3604,Education Fund,2024-07-02,Closed,141188
456,3915,Emergency,2024-09-21,Active,104257
4560,3620,Emergency,2024-08-12,Active,13515
4561,3811,Growth Fund,2024-06-26,Closed,199127
4562,3402,High-Yield,2024-06-17,Closed,33831
4563,2394,Education Fund,2024-12-09,Active,94535
4564,4731,High-Yield,2024-07-08,Inactive,37975
4565,4632,Retirement Plan,2024-10-04,Closed,60077
4566,6215,Emergency,2024-06-27,Closed,29929
4567,6017,Growth Fund,2024-10-30,Inactive,10190
4568,5173,Retirement Plan,2024-06-10,Active,108435
4569,6074,Emergency,2024-07-21,Inactive,126818
457,2562,High-Yield,2024-05-03,Closed,51493
4570,1598,Retirement Plan,2024-11-25,Closed,124223
4571,3834,Emergency,2024-04-13,Active,18708
4572,390,High-Yield,2024-08-18,Closed,132538
4573,1220,Growth Fund,2024-11-05,Active,88943
4574,5236,Growth Fund,2024-06-30,Inactive,4727
4575,3177,High-Yield,2025-03-22,Inactive,198845
4576,2284,Education Fund,2024-12-28,Inactive,175297
4577,3391,Education Fund,2024-12-24,Closed,186092
4578,6089,Education Fund,2024-12-12,Closed,61997
4579,4080,Emergency,2024-07-13,Inactive,82602
458,4257,Education Fund,2024-09-29,Closed,121389
4580,6384,Retirement Plan,2025-03-17,Closed,57007
4581,1006,Retirement Plan,2025-01-29,Inactive,195683
4582,4568,Emergency,2025-04-08,Inactive,145844
4583,2076,Retirement Plan,2024-08-01,Active,139313
4584,4692,Emergency,2024-10-30,Active,75829
4585,2225,Retirement Plan,2025-01-12,Active,139373
4586,6498,Retirement Plan,2024-06-27,Closed,116672
4587,3858,Growth Fund,2024-07-05,Inactive,87364
4588,1881,Growth Fund,2024-09-14,Inactive,60879
4589,3889,Growth Fund,2024-10-03,Closed,117871
459,4982,High-Yield,2024-07-28,Active,103196
4590,3144,Retirement Plan,2024-08-18,Active,49049
4591,3381,Emergency,2024-05-22,Inactive,57908
4592,1992,High-Yield,2025-01-08,Closed,175944
4593,6652,Emergency,2024-11-07,Inactive,194416
4594,4721,Growth Fund,2024-04-12,Inactive,161085
4595,5607,High-Yield,2024-05-15,Closed,163710
4596,3865,Emergency,2025-03-01,Active,40586
4597,5025,Retirement Plan,2024-10-09,Active,144812
4598,247,Growth Fund,2024-06-18,Active,161063
4599,1945,Retirement Plan,2025-02-13,Active,166050
46,3531,Retirement Plan,2024-10-07,Inactive,138214
460,2835,Education Fund,2025-01-23,Inactive,100819
4600,1163,Emergency,2025-01-10,Active,112977
4601,1811,High-Yield,2024-12-06,Closed,22874
4602,2450,Growth Fund,2024-08-08,Closed,40861
4603,165,Retirement Plan,2024-12-19,Inactive,173717
4604,5840,High-Yield,2025-01-03,Closed,13043
4605,194,High-Yield,2024-08-10,Active,44923
4606,4668,Emergency,2024-06-15,Active,186034
4607,2311,Education Fund,2024-10-29,Active,1952
4608,5180,High-Yield,2024-06-04,Closed,134959
4609,642,Emergency,2024-12-14,Active,165277
461,5423,Education Fund,2025-03-15,Active,9257
4610,1168,Education Fund,2024-11-30,Closed,103922
4611,3866,Education Fund,2024-09-15,Active,143155
4612,271,Growth Fund,2024-07-19,Inactive,199253
4613,4232,Retirement Plan,2024-06-08,Closed,189730
4614,2220,Education Fund,2024-07-05,Inactive,144375
4615,2415,Growth Fund,2024-11-22,Active,28572
4616,659,Education Fund,2025-02-03,Active,41411
4617,3929,Retirement Plan,2024-05-14,Active,121992
4618,6444,Growth Fund,2024-07-12,Closed,193485
4619,1386,Education Fund,2024-09-20,Active,179748
462,4179,Education Fund,2025-01-11,Closed,56603
4620,4286,Growth Fund,2024-05-26,Inactive,196973
4621,1343,Emergency,2024-10-14,Closed,49050
4622,4555,Emergency,2024-10-22,Active,26405
4623,2670,Emergency,2025-02-16,Inactive,143316
4624,1380,Education Fund,2024-08-11,Closed,96495
4625,4240,Retirement Plan,2024-08-19,Active,98086
4626,41,Emergency,2025-01-01,Closed,14089
4627,6085,Emergency,2024-09-05,Active,92576
4628,2269,Emergency,2024-05-22,Closed,70158
4629,3611,Education Fund,2024-08-16,Closed,8329
463,2912,Retirement Plan,2025-01-10,Closed,108555
4630,718,Education Fund,2024-06-21,Active,180277
4631,5050,High-Yield,2024-07-05,Closed,197537
4632,5144,Growth Fund,2024-09-19,Active,182523
4633,3501,High-Yield,2024-07-09,Closed,50993
4634,125,Retirement Plan,2025-02-20,Closed,18691
4635,6413,Growth Fund,2025-02-17,Active,19654
4636,2632,Growth Fund,2025-01-06,Closed,157104
4637,756,Retirement Plan,2024-09-09,Active,30301
4638,2552,Retirement Plan,2024-08-16,Active,191840
4639,6021,Retirement Plan,2024-10-10,Closed,125367
464,1106,Growth Fund,2024-12-12,Active,174939
4640,6487,Education Fund,2025-02-01,Active,27854
4641,2213,Emergency,2024-06-03,Inactive,124174
4642,4602,High-Yield,2025-03-01,Active,6275
4643,6056,Growth Fund,2024-12-13,Closed,139575
4644,6191,High-Yield,2025-02-03,Inactive,39858
4645,1048,Retirement Plan,2024-04-16,Inactive,59814
4646,6776,High-Yield,2024-09-27,Closed,123494
4647,3457,Emergency,2024-10-05,Active,155152
4648,440,Growth Fund,2024-08-12,Active,3493
4649,6766,Retirement Plan,2025-01-19,Inactive,170024
465,3873,Retirement Plan,2024-07-24,Active,128215
4650,6059,High-Yield,2024-06-07,Closed,9629
4651,6371,Retirement Plan,2025-02-16,Active,143163
4652,4746,Growth Fund,2024-08-26,Inactive,105751
4653,2929,Education Fund,2025-01-04,Active,165017
4654,1389,Education Fund,2024-06-30,Inactive,140293
4655,6861,Retirement Plan,2024-12-18,Inactive,109162
4656,4451,High-Yield,2025-01-18,Active,177666
4657,4042,Emergency,2024-12-18,Active,23975
4658,1412,High-Yield,2024-09-08,Closed,114626
4659,3926,Growth Fund,2024-05-14,Active,98523
466,4721,High-Yield,2025-01-13,Closed,142599
4660,439,Emergency,2024-11-15,Inactive,57245
4661,5654,Growth Fund,2025-03-01,Closed,195307
4662,850,Growth Fund,2024-05-15,Inactive,71341
4663,4577,Retirement Plan,2024-10-15,Inactive,54778
4664,2534,Retirement Plan,2024-08-18,Active,147792
4665,4512,Education Fund,2024-05-12,Inactive,111233
4666,173,High-Yield,2024-06-28,Active,194230
4667,5938,Retirement Plan,2025-03-12,Closed,4500
4668,6077,High-Yield,2024-07-11,Inactive,119416
4669,5944,High-Yield,2024-10-09,Closed,185558
467,1864,Retirement Plan,2024-06-07,Closed,197029
4670,1892,Retirement Plan,2024-06-16,Closed,25945
4671,2330,Retirement Plan,2024-11-24,Closed,62307
4672,6657,Retirement Plan,2024-09-14,Inactive,71851
4673,2578,Retirement Plan,2024-07-15,Inactive,152604
4674,4119,High-Yield,2024-11-08,Inactive,66816
4675,6643,Emergency,2024-10-17,Closed,44105
4676,3455,High-Yield,2024-06-08,Closed,17142
4677,1776,Retirement Plan,2024-08-12,Inactive,123689
4678,6836,Education Fund,2024-10-04,Active,30442
4679,1760,Education Fund,2025-01-24,Inactive,56708
468,4349,Retirement Plan,2024-07-28,Inactive,100584
4680,34,Emergency,2024-11-19,Closed,173764
4681,2892,Education Fund,2025-01-28,Active,166827
4682,6129,Growth Fund,2025-01-09,Inactive,23649
4683,2738,Growth Fund,2024-11-16,Active,123841
4684,3442,High-Yield,2025-02-14,Active,130986
4685,3481,Emergency,2025-03-12,Active,45787
4686,2881,Emergency,2024-04-25,Closed,116847
4687,2934,Retirement Plan,2024-04-20,Closed,189895
4688,4522,Growth Fund,2025-03-15,Active,171703
4689,4364,Growth Fund,2024-06-02,Inactive,161391
469,1088,High-Yield,2024-07-12,Closed,168777
4690,6095,Retirement Plan,2024-08-19,Active,158638
4691,5068,Emergency,2024-10-18,Inactive,174918
4692,1281,High-Yield,2024-06-27,Closed,83974
4693,6102,High-Yield,2024-05-25,Inactive,93068
4694,2415,Retirement Plan,2024-12-31,Closed,65809
4695,2387,Education Fund,2024-12-20,Active,32389
4696,4503,High-Yield,2024-11-01,Closed,10121
4697,4518,High-Yield,2024-07-13,Active,79654
4698,179,High-Yield,2025-02-09,Closed,83562
4699,32,Education Fund,2024-12-16,Active,3561
47,5611,High-Yield,2024-07-31,Inactive,9207
470,2040,Education Fund,2024-10-09,Inactive,179764
4700,4258,Growth Fund,2024-08-31,Active,76306
4701,2941,Education Fund,2024-05-14,Inactive,128844
4702,1104,Education Fund,2024-11-15,Closed,183658
4703,4634,High-Yield,2024-10-09,Active,175468
4704,6575,Growth Fund,2024-07-10,Closed,30711
4705,183,Emergency,2024-09-17,Active,116669
4706,3379,Education Fund,2025-02-01,Closed,138476
4707,3578,High-Yield,2024-10-21,Active,101280
4708,4794,Retirement Plan,2024-05-29,Closed,148443
4709,1562,High-Yield,2025-01-18,Inactive,125888
471,6657,Retirement Plan,2024-10-21,Closed,162690
4710,5696,Retirement Plan,2024-09-19,Active,45121
4711,6938,Growth Fund,2024-07-16,Active,126400
4712,2637,High-Yield,2024-12-21,Closed,28230
4713,6520,Education Fund,2024-11-04,Inactive,104826
4714,5458,Emergency,2024-05-09,Inactive,186963
4715,3477,High-Yield,2025-02-27,Closed,48306
4716,4721,Education Fund,2024-05-16,Inactive,57304
4717,2025,Growth Fund,2024-07-05,Closed,66255
4718,2527,Education Fund,2024-04-30,Active,102069
4719,4609,Growth Fund,2025-01-13,Closed,147928
472,4879,Education Fund,2024-10-23,Inactive,43929
4720,499,High-Yield,2025-02-09,Closed,91062
4721,4012,Growth Fund,2024-12-25,Inactive,14446
4722,6287,High-Yield,2025-03-05,Closed,13954
4723,5648,Education Fund,2024-04-28,Active,153634
4724,3996,Education Fund,2024-11-02,Closed,88574
4725,3555,Retirement Plan,2024-12-08,Inactive,104671
4726,795,High-Yield,2024-09-25,Inactive,156955
4727,6574,High-Yield,2024-10-19,Closed,103416
4728,5480,Retirement Plan,2024-10-03,Active,133581
4729,5959,Growth Fund,2024-06-03,Active,51196
473,5686,Growth Fund,2024-06-17,Inactive,81973
4730,6956,Growth Fund,2024-04-20,Inactive,55943
4731,3184,High-Yield,2025-04-04,Active,71244
4732,6003,Emergency,2024-10-12,Inactive,55598
4733,3771,Growth Fund,2024-07-04,Closed,23029
4734,5853,Growth Fund,2024-12-16,Closed,198835
4735,3722,Growth Fund,2024-08-14,Closed,70913
4736,4933,Retirement Plan,2024-12-31,Closed,196814
4737,64,High-Yield,2024-08-10,Closed,143324
4738,5660,Retirement Plan,2024-07-17,Inactive,170458
4739,870,High-Yield,2024-06-26,Inactive,173668
474,5220,Retirement Plan,2025-02-14,Closed,146721
4740,3733,High-Yield,2024-08-02,Closed,48263
4741,6596,Emergency,2024-10-09,Active,15680
4742,4061,Growth Fund,2024-05-20,Inactive,69600
4743,4793,Education Fund,2025-02-10,Closed,129452
4744,4284,Growth Fund,2024-11-26,Inactive,66616
4745,6930,Growth Fund,2024-10-21,Closed,32820
4746,2634,Education Fund,2025-02-10,Active,70588
4747,6073,Retirement Plan,2024-04-16,Inactive,180078
4748,1721,Growth Fund,2025-04-05,Closed,89296
4749,4053,Emergency,2025-03-24,Inactive,24794
475,1849,Emergency,2024-07-28,Inactive,158775
4750,1260,Education Fund,2024-06-24,Active,107949
4751,1120,Growth Fund,2025-02-07,Active,193382
4752,3608,Education Fund,2025-03-30,Closed,68900
4753,264,Emergency,2024-09-19,Active,165005
4754,5072,Retirement Plan,2025-01-31,Active,105416
4755,1033,High-Yield,2024-12-21,Active,108390
4756,5165,Emergency,2024-09-01,Inactive,189724
4757,4648,High-Yield,2024-08-30,Active,28809
4758,5146,High-Yield,2024-12-05,Inactive,63490
4759,5142,Emergency,2024-09-11,Active,172040
476,2660,Growth Fund,2024-12-12,Inactive,90459
4760,82,Education Fund,2024-08-19,Active,83765
4761,5784,Education Fund,2024-11-26,Active,91525
4762,4144,High-Yield,2025-03-02,Inactive,23549
4763,5793,Retirement Plan,2024-12-30,Inactive,120965
4764,3892,Emergency,2024-06-19,Closed,99132
4765,1111,Growth Fund,2024-06-11,Inactive,20662
4766,1013,High-Yield,2025-01-15,Closed,1423
4767,5863,High-Yield,2025-01-02,Closed,99921
4768,150,Retirement Plan,2025-02-27,Closed,196953
4769,5848,Growth Fund,2024-05-16,Inactive,152900
477,2813,High-Yield,2025-03-14,Closed,115035
4770,941,Education Fund,2024-06-16,Active,38142
4771,4669,Growth Fund,2024-12-29,Active,55000
4772,3198,High-Yield,2024-11-15,Closed,107589
4773,4538,High-Yield,2025-02-02,Inactive,115531
4774,3373,Emergency,2025-01-04,Closed,163189
4775,6045,High-Yield,2024-06-11,Active,72443
4776,6007,Retirement Plan,2024-06-11,Closed,13274
4777,4066,High-Yield,2024-05-12,Closed,22885
4778,2556,Retirement Plan,2024-11-12,Closed,75235
4779,641,Growth Fund,2024-07-14,Active,48611
478,3260,Education Fund,2024-08-05,Inactive,41186
4780,3250,Retirement Plan,2024-06-01,Active,46242
4781,6514,Growth Fund,2025-04-08,Closed,102794
4782,36,Growth Fund,2024-04-28,Closed,138125
4783,40,Retirement Plan,2024-04-21,Inactive,52511
4784,1592,Growth Fund,2024-04-24,Closed,63782
4785,1676,Education Fund,2024-12-12,Closed,124900
4786,976,Growth Fund,2025-04-02,Closed,139462
4787,250,Emergency,2024-12-28,Inactive,18887
4788,817,Growth Fund,2024-05-04,Closed,181347
4789,3653,Emergency,2024-07-17,Closed,183381
479,471,Education Fund,2025-03-02,Closed,84453
4790,6063,Growth Fund,2024-06-05,Inactive,6808
4791,476,Emergency,2025-03-01,Active,131852
4792,690,Emergency,2025-03-10,Active,35656
4793,3749,Education Fund,2024-06-19,Closed,180232
4794,2026,Education Fund,2025-01-10,Inactive,174823
4795,1802,Education Fund,2024-12-11,Active,188537
4796,6561,Emergency,2025-02-27,Closed,59962
4797,4847,High-Yield,2024-10-15,Inactive,122286
4798,5450,Education Fund,2024-11-12,Active,20145
4799,3125,Retirement Plan,2025-03-15,Active,21665
48,3868,Education Fund,2025-04-02,Active,77340
480,3986,Growth Fund,2025-01-02,Active,91175
4800,1547,Growth Fund,2024-10-05,Active,141412
4801,323,Growth Fund,2024-12-01,Closed,157777
4802,4856,Emergency,2024-06-22,Closed,132682
4803,3378,High-Yield,2025-03-08,Inactive,55265
4804,695,High-Yield,2024-10-21,Active,140985
4805,320,Retirement Plan,2025-04-03,Closed,55045
4806,6793,Education Fund,2024-05-27,Closed,149923
4807,2648,Retirement Plan,2024-11-04,Active,138720
4808,4121,Growth Fund,2024-07-25,Closed,103692
4809,4677,High-Yield,2024-06-23,Closed,81556
481,2021,Retirement Plan,2024-04-10,Inactive,123733
4810,2651,Retirement Plan,2025-04-09,Inactive,111212
4811,2018,High-Yield,2025-03-17,Active,129954
4812,1003,Education Fund,2025-01-13,Inactive,123778
4813,4727,Retirement Plan,2024-05-18,Closed,160722
4814,4425,Retirement Plan,2024-12-08,Active,199667
4815,649,Education Fund,2025-03-18,Closed,113011
4816,4927,Education Fund,2024-04-12,Closed,2752
4817,815,Retirement Plan,2024-10-20,Inactive,52188
4818,826,Growth Fund,2024-12-30,Closed,143926
4819,3682,Education Fund,2024-10-04,Closed,139697
482,1446,Education Fund,2024-08-01,Active,139187
4820,5542,Growth Fund,2025-02-12,Closed,140839
4821,6788,High-Yield,2025-01-15,Active,110615
4822,2954,Retirement Plan,2024-07-23,Closed,116102
4823,3805,Emergency,2025-04-05,Closed,149629
4824,5501,Emergency,2024-12-08,Inactive,77650
4825,6001,Retirement Plan,2024-08-21,Closed,154680
4826,2789,High-Yield,2025-02-28,Inactive,131942
4827,5541,Growth Fund,2024-06-18,Active,40988
4828,1674,High-Yield,2024-04-18,Inactive,196399
4829,4175,Education Fund,2024-08-21,Closed,155590
483,1680,Emergency,2024-07-20,Inactive,137072
4830,6304,Education Fund,2024-12-20,Active,145530
4831,4616,Emergency,2025-04-01,Active,199750
4832,2949,Education Fund,2025-01-21,Active,115864
4833,4549,Emergency,2024-12-11,Closed,189877
4834,6792,Growth Fund,2025-01-29,Inactive,34946
4835,828,Retirement Plan,2025-02-06,Inactive,152289
4836,2487,Growth Fund,2024-08-05,Inactive,155524
4837,2219,Emergency,2024-09-04,Active,151647
4838,3297,High-Yield,2024-12-14,Active,140851
4839,1994,High-Yield,2024-08-02,Active,89069
484,4250,High-Yield,2025-04-08,Closed,117676
4840,319,Retirement Plan,2024-07-02,Closed,102807
4841,3390,High-Yield,2024-10-11,Closed,39083
4842,5233,Retirement Plan,2025-02-14,Inactive,189909
4843,6052,Growth Fund,2024-05-26,Inactive,94514
4844,1415,Growth Fund,2024-11-23,Active,23646
4845,599,Emergency,2024-05-26,Inactive,31331
4846,6914,Emergency,2025-01-30,Inactive,167154
4847,2388,Growth Fund,2024-12-20,Closed,129074
4848,102,High-Yield,2024-09-25,Closed,186659
4849,869,Education Fund,2024-07-25,Closed,47199
485,3941,Retirement Plan,2024-08-26,Inactive,173834
4850,537,Emergency,2024-11-18,Active,116648
4851,5556,High-Yield,2025-02-17,Active,8707
4852,412,Emergency,2024-11-19,Inactive,137168
4853,5423,Retirement Plan,2025-03-27,Closed,50603
4854,4571,Emergency,2024-10-15,Inactive,156609
4855,5556,Emergency,2024-08-25,Inactive,87353
4856,4634,Emergency,2024-10-09,Active,21393
4857,6152,Emergency,2024-11-06,Closed,179710
4858,4408,Growth Fund,2024-11-08,Inactive,95056
4859,5148,Retirement Plan,2024-05-11,Closed,138297
486,4851,Retirement Plan,2024-10-24,Inactive,80476
4860,2881,Retirement Plan,2025-04-07,Inactive,132385
4861,4234,Growth Fund,2024-08-25,Inactive,67387
4862,6648,Retirement Plan,2024-12-01,Inactive,125267
4863,5909,Growth Fund,2025-01-31,Inactive,28927
4864,2511,Emergency,2025-02-19,Closed,59701
4865,3685,Emergency,2025-03-17,Closed,151180
4866,1553,High-Yield,2024-06-03,Inactive,120033
4867,5573,Growth Fund,2024-05-08,Closed,187039
4868,145,High-Yield,2024-11-03,Active,140289
4869,1230,Emergency,2024-10-11,Inactive,167855
487,6742,High-Yield,2025-03-29,Inactive,71849
4870,4347,Retirement Plan,2024-09-07,Closed,126885
4871,2301,Growth Fund,2024-08-24,Closed,152346
4872,2451,Emergency,2024-11-04,Closed,19883
4873,1500,Emergency,2024-11-06,Inactive,128507
4874,6052,Retirement Plan,2024-10-26,Active,181822
4875,4904,Growth Fund,2024-12-08,Active,151169
4876,6566,Education Fund,2024-06-30,Inactive,43897
4877,1676,Growth Fund,2025-01-27,Inactive,104198
4878,3251,Retirement Plan,2024-07-27,Closed,71756
4879,1528,Education Fund,2025-01-23,Inactive,32457
488,5372,Growth Fund,2024-07-21,Inactive,115480
4880,1432,Education Fund,2024-11-08,Inactive,67558
4881,1969,Education Fund,2024-07-27,Inactive,144573
4882,592,Growth Fund,2025-02-01,Active,75452
4883,6021,Emergency,2024-08-22,Inactive,108544
4884,2376,Education Fund,2024-07-19,Closed,144054
4885,6288,Emergency,2025-02-28,Active,4206
4886,6542,Education Fund,2024-05-22,Active,194819
4887,4865,Emergency,2024-10-11,Active,44219
4888,99,Retirement Plan,2025-03-05,Inactive,106599
4889,4036,High-Yield,2024-09-21,Active,165777
489,872,Retirement Plan,2024-11-13,Inactive,137058
4890,679,Retirement Plan,2024-05-16,Inactive,13613
4891,6800,Education Fund,2024-11-25,Inactive,63619
4892,4147,Retirement Plan,2024-04-30,Inactive,38362
4893,256,Retirement Plan,2024-11-21,Closed,97454
4894,871,Retirement Plan,2025-01-02,Active,111843
4895,4262,High-Yield,2025-04-01,Active,103994
4896,156,Emergency,2025-01-05,Closed,131824
4897,4809,Emergency,2024-07-10,Closed,171335
4898,6458,High-Yield,2024-12-04,Closed,103248
4899,3980,Emergency,2025-03-12,Active,12211
49,972,High-Yield,2024-12-02,Inactive,46580
490,150,Education Fund,2025-02-01,Active,75988
4900,1911,Education Fund,2024-10-02,Active,78760
4901,946,Education Fund,2024-05-18,Active,58809
4902,4901,High-Yield,2024-06-02,Closed,66157
4903,1351,Education Fund,2024-06-20,Closed,162634
4904,5362,High-Yield,2025-02-20,Closed,192391
4905,6180,Growth Fund,2024-11-26,Active,114150
4906,105,Emergency,2025-01-20,Closed,137056
4907,4879,Emergency,2024-12-18,Active,29911
4908,2694,Education Fund,2025-02-13,Active,94692
4909,3767,Growth Fund,2025-03-02,Active,186324
491,221,High-Yield,2024-04-27,Closed,152019
4910,5249,High-Yield,2024-10-20,Closed,114790
4911,160,Emergency,2024-11-13,Active,139217
4912,2505,Retirement Plan,2024-12-15,Active,40211
4913,1751,Education Fund,2024-07-27,Active,182514
4914,4966,High-Yield,2024-06-07,Closed,166815
4915,1510,Emergency,2024-11-24,Active,75020
4916,2323,Emergency,2024-04-14,Active,196469
4917,326,High-Yield,2025-01-13,Closed,27752
4918,5836,Education Fund,2025-01-17,Closed,92692
4919,1146,Growth Fund,2025-03-09,Closed,100896
492,3789,Education Fund,2024-04-19,Inactive,7036
4920,149,Retirement Plan,2024-08-08,Inactive,174497
4921,4235,Retirement Plan,2024-08-04,Closed,158685
4922,3966,Retirement Plan,2024-09-27,Active,188130
4923,1149,Emergency,2025-01-22,Active,22108
4924,138,Retirement Plan,2025-03-17,Closed,74827
4925,6473,High-Yield,2024-11-11,Inactive,63451
4926,5044,Retirement Plan,2024-08-12,Active,189466
4927,2333,High-Yield,2025-02-11,Closed,172584
4928,6433,Education Fund,2024-12-29,Inactive,193246
4929,6244,Retirement Plan,2024-11-21,Closed,37707
493,2219,Growth Fund,2024-04-13,Active,195606
4930,372,Growth Fund,2024-04-29,Closed,95799
4931,952,High-Yield,2024-07-19,Inactive,133127
4932,132,Retirement Plan,2024-11-24,Inactive,74193
4933,6538,Retirement Plan,2024-09-18,Active,86874
4934,2728,High-Yield,2024-04-12,Active,38513
4935,1042,High-Yield,2024-05-12,Inactive,53960
4936,6488,Emergency,2024-08-09,Closed,23079
4937,3302,Emergency,2025-02-01,Inactive,81896
4938,5882,Retirement Plan,2024-11-29,Closed,57274
4939,4019,High-Yield,2025-02-11,Inactive,184585
494,1396,Education Fund,2024-12-05,Inactive,170858
4940,1894,Emergency,2024-06-13,Closed,13798
4941,1798,Retirement Plan,2024-05-11,Inactive,42527
4942,294,High-Yield,2024-07-11,Closed,195428
4943,2717,Retirement Plan,2024-11-19,Inactive,38092
4944,4224,Growth Fund,2025-02-02,Inactive,110548
4945,1723,Emergency,2025-01-28,Inactive,116046
4946,2717,Growth Fund,2024-06-28,Active,63407
4947,1901,Education Fund,2024-04-27,Active,76335
4948,5286,Retirement Plan,2024-10-23,Closed,65169
4949,5661,Education Fund,2024-07-24,Closed,121076
495,2440,Education Fund,2024-08-27,Inactive,166636
4950,5334,Education Fund,2024-09-15,Active,190727
4951,6321,Retirement Plan,2024-06-04,Inactive,119632
4952,5650,Growth Fund,2025-02-23,Closed,53571
4953,7000,Emergency,2025-02-10,Closed,38210
4954,3285,Emergency,2025-02-18,Closed,123589
4955,4898,Growth Fund,2025-01-13,Inactive,77732
4956,1099,Emergency,2024-08-13,Active,174529
4957,127,High-Yield,2024-09-05,Inactive,184587
4958,5019,High-Yield,2024-10-25,Closed,19908
4959,6820,High-Yield,2024-05-08,Active,160585
496,1536,Retirement Plan,2024-08-12,Closed,29865
4960,6055,High-Yield,2024-06-03,Active,138831
4961,3274,Emergency,2024-05-14,Closed,38991
4962,6724,Retirement Plan,2024-11-03,Inactive,146021
4963,4949,Retirement Plan,2024-11-15,Active,39662
4964,5107,Education Fund,2024-06-26,Closed,65983
4965,6822,Emergency,2024-08-07,Closed,18284
4966,2589,Retirement Plan,2024-11-03,Closed,191597
4967,3088,High-Yield,2025-03-28,Closed,12461
4968,6842,Education Fund,2024-05-12,Active,69009
4969,1436,Emergency,2025-03-08,Inactive,90284
497,3953,Emergency,2024-06-26,Active,137186
4970,6341,Emergency,2024-04-24,Active,86540
4971,5038,High-Yield,2024-05-17,Closed,187605
4972,2127,Retirement Plan,2025-02-16,Active,93245
4973,1124,Education Fund,2024-06-27,Closed,51242
4974,4028,High-Yield,2025-02-07,Active,70121
4975,573,Emergency,2024-07-21,Active,82621
4976,2033,Education Fund,2025-03-19,Closed,27314
4977,6442,Retirement Plan,2024-10-21,Inactive,124185
4978,4624,Retirement Plan,2025-01-07,Inactive,158193
4979,3026,Retirement Plan,2024-04-17,Active,96826
498,1266,Emergency,2024-09-13,Closed,193265
4980,3152,Growth Fund,2024-11-10,Closed,4411
4981,3435,Retirement Plan,2024-04-18,Closed,97239
4982,6078,High-Yield,2024-08-06,Inactive,137048
4983,404,Education Fund,2024-09-30,Active,120029
4984,4747,High-Yield,2025-03-03,Inactive,185035
4985,6311,Education Fund,2024-11-07,Active,116916
4986,4187,Growth Fund,2024-09-27,Inactive,20780
4987,2607,Growth Fund,2024-07-05,Inactive,58874
4988,3172,High-Yield,2025-01-13,Active,95627
4989,6059,Retirement Plan,2024-10-21,Inactive,190331
499,6928,Growth Fund,2024-10-13,Inactive,31629
4990,2313,Growth Fund,2025-01-15,Inactive,142771
4991,3365,High-Yield,2025-03-24,Closed,103351
4992,3907,Education Fund,2024-08-03,Inactive,152595
4993,6917,Growth Fund,2024-10-05,Active,105171
4994,2361,High-Yield,2024-06-28,Active,133419
4995,5596,Education Fund,2025-01-04,Closed,29903
4996,474,Education Fund,2024-05-02,Active,77847
4997,902,High-Yield,2024-09-27,Closed,190506
4998,1515,Growth Fund,2025-01-04,Active,32377
4999,4614,High-Yield,2024-10-17,Inactive,72222
5,5935,Growth Fund,2025-01-04,Inactive,67467
